sentence,label,words
Q：HoHo。入手。值得高兴一整年。    A：必须入手值得拥有！,3,Q ： HoHo 。 入手 。 值得 高兴 一 整年 。 A ： 必须 入手 值得 拥有 ！
Q：HoHo。入手。值得高兴一整年。    A：已经入手了，哈哈哈,2,Q ： HoHo 。 入手 。 值得 高兴 一 整年 。 A ： 已经 入手 了 ， 哈哈哈
Q：iOS7，越用越喜欢。挺好的    A：俺喜欢用,3,Q ： iOS7 ， 越用 越 喜欢 。 挺 好 的 A ： 俺 喜欢 用
Q：iOS7，越用越喜欢。挺好的    A：嘿嘿是啊很喜欢,2,Q ： iOS7 ， 越用 越 喜欢 。 挺 好 的 A ： 嘿嘿 是 啊 很 喜欢
Q：唉。我好失望我好失望    A：我也好失望。,4,Q ： 唉 。 我 好 失望 我 好 失望 A ： 我 也好 失望 。
Q：爱狗还会做饭的男人，最帅了！    A：会做饭的男人是很帅的啊,3,Q ： 爱狗 还 会 做饭 的 男人 ， 最帅 了 ！ A ： 会 做饭 的 男人 是 很帅 的 啊
Q：爱一个人，就是爱他的灵魂。    A：爱的就是他,3,Q ： 爱 一个 人 ， 就是 爱 他 的 灵魂 。 A ： 爱 的 就是 他
Q：爸爸，明天是六一啦，带我出去玩吧！    A：好，一定带,3,Q ： 爸爸 ， 明天 是 六一 啦 ， 带 我 出去 玩吧 ！ A ： 好 ， 一定 带
Q：傍晚的雪国。日本北国风光，宛如一幅木刻。    A：北国风光，千里风吹,3,Q ： 傍晚 的 雪国 。 日本 北国风光 ， 宛如 一幅 木刻 。 A ： 北国风光 ， 千里 风吹
Q：悲哀到尘埃里，然后开出花来。    A：用今天的尘埃埋葬昨天的尘埃,4,Q ： 悲哀 到 尘埃 里 ， 然后 开出 花来 。 A ： 用 今天 的 尘埃 埋葬 昨天 的 尘埃
Q：悲哀的不是我们活的都很累，悲哀的是我们以为这就是人生。    A：我们是该悲哀呢还是该悲哀呢还是该悲哀呢？,4,Q ： 悲哀 的 不是 我们 活 的 都 很 累 ， 悲哀 的 是 我们 以为 这 就是 人生 。 A ： 我们 是 该 悲哀 呢 还是 该 悲哀 呢 还是 该 悲哀 呢 ？
Q：比等待更难受的是，你连自己在等什么都不知道。    A：等待是比较痛苦的事情,4,Q ： 比 等待 更 难受 的 是 ， 你 连 自己 在 等 什么 都 不 知道 。 A ： 等待 是 比较 痛苦 的 事情
Q：冰天雪地的哈尔滨！你要冻死我咋地？！？！    A：哼冻死你得了！,0,Q ： 冰天雪地 的 哈尔滨 ！ 你 要 冻死 我 咋 地 ？ ！ ？ ！ A ： 哼 冻死 你 得 了 ！
Q：赤裸裸的胁迫，朝谁报警去？    A：报警叫警察查！,0,Q ： 赤裸裸 的 胁迫 ， 朝 谁 报警 去 ？ A ： 报警 叫 警察 查 ！
Q：春节啦！庆祝一下！热闹热闹！哈哈！    A：一定很热闹！,3,Q ： 春节 啦 ！ 庆祝 一下 ！ 热闹 热闹 ！ 哈哈 ！ A ： 一定 很 热闹 ！
Q：春节啦！庆祝一下！热闹热闹！哈哈！    A：值得庆祝阿.哈哈.,2,Q ： 春节 啦 ！ 庆祝 一下 ！ 热闹 热闹 ！ 哈哈 ！ A ： 值得 庆祝 阿 . 哈哈 .
Q：此时此刻真的好无奈。    A：是很无奈好不好,4,Q ： 此时此刻 真的 好 无奈 。 A ： 是 很 无奈 好不好
Q：带偶来超市，又不给买肉肉吃！恨你！    A：来来来，下次给你吃,3,Q ： 带 偶来 超市 ， 又 不 给 买 肉 肉 吃 ！ 恨 你 ！ A ： 来来来 ， 下次 给 你 吃
Q：当北京象今天这样万里晴空时，这个城市充满着魅力。    A：恩哪！这边万里晴空,3,Q ： 当 北京 象 今天 这样 万里晴空 时 ， 这个 城市 充满 着 魅力 。 A ： 恩 哪 ！ 这边 万里晴空
Q：当北京象今天这样万里晴空时，这个城市充满着魅力。    A：哈哈，我们充满想象力,2,Q ： 当 北京 象 今天 这样 万里晴空 时 ， 这个 城市 充满 着 魅力 。 A ： 哈哈 ， 我们 充满 想象力
Q：第一次带宝宝们出去玩，开心极了    A：好，一定带,3,Q ： 第一次 带 宝宝 们 出去玩 ， 开心 极了 A ： 好 ， 一定 带
Q：第一次带宝宝们出去玩，开心极了    A：开心极了，高兴极了,2,Q ： 第一次 带 宝宝 们 出去玩 ， 开心 极了 A ： 开心 极了 ， 高兴 极了
Q：第一次见到孔雀飞。好漂亮！    A：哈哈好漂亮,2,Q ： 第一次 见到 孔雀 飞 。 好 漂亮 ！ A ： 哈哈 好 漂亮
Q：第一次见到孔雀飞。好漂亮！    A：漂亮的“孔雀尾”,3,Q ： 第一次 见到 孔雀 飞 。 好 漂亮 ！ A ： 漂亮 的 “ 孔雀 尾 ”
Q：多么的希望七夕那天，睡醒就能收到这样一个礼物。！    A：希望这个希望有人收到了，哈哈,3,Q ： 多么 的 希望 七夕 那天 ， 睡醒 就 能 收到 这样 一个 礼物 。 ！ A ： 希望 这个 希望 有人 收到 了 ， 哈哈
Q：多么低调滴奢华呀。    A：嘿嘿各种奢华呀.,2,Q ： 多么 低调 滴 奢华 呀 。 A ： 嘿嘿 各种 奢华 呀 .
Q：多么低调滴奢华呀。    A：喜欢那种低调的奢华,3,Q ： 多么 低调 滴 奢华 呀 。 A ： 喜欢 那种 低调 的 奢华
Q：烦恼何物，不见其物。哈哈，就不见了。    A：烦恼快远离可爱的人，哈哈,3,Q ： 烦恼 何物 ， 不见 其物 。 哈哈 ， 就 不见 了 。 A ： 烦恼 快 远离 可爱 的 人 ， 哈哈
Q：飞机误点发的猪食，准备强忍眼泪，欢乐进餐。哈哈！    A：这个点发出来你要死啊谗死我了！,0,Q ： 飞机 误点 发 的 猪食 ， 准备 强忍 眼泪 ， 欢乐 进餐 。 哈哈 ！ A ： 这个 点 发出 来 你 要死 啊 谗 死 我 了 ！
Q：凤凰古城，千年一醉，太美了。    A：凤凰古城，大理，丽江古城。我们去过三个了,3,Q ： 凤凰古城 ， 千年 一醉 ， 太美 了 。 A ： 凤凰古城 ， 大理 ， 丽江 古城 。 我们 去过 三个 了
Q：凤凰古城，千年一醉，太美了。    A：这是昨晚的古城，哈哈。,2,Q ： 凤凰古城 ， 千年 一醉 ， 太美 了 。 A ： 这是 昨晚 的 古城 ， 哈哈 。
Q：刚出生不久的北极熊baby，好小好Q啊＼(*′`)／    A：是啊，真的好小啊。,3,Q ： 刚出生 不久 的 北极熊 baby ， 好小好 Q 啊 ＼ ( * ′ ` ) ／ A ： 是 啊 ， 真的 好 小 啊 。
Q：刚看见这张图我就想问，历史能容你虚构吗，虚构还叫历史吗？    A：为啥是虚构类呢？,1,Q ： 刚 看见 这 张图 我 就 想 问 ， 历史 能容 你 虚构 吗 ， 虚构 还 叫 历史 吗 ？ A ： 为啥 是 虚构 类 呢 ？
Q：各种垃圾短信，各种莫名电话。难道你穷疯了？惹得老子开骂。    A：开骂~就说是待我骂的！,0,Q ： 各种 垃圾 短信 ， 各种 莫名 电话 。 难道 你 穷 疯 了 ？ 惹 得 老子 开 骂 。 A ： 开 骂 ~ 就 说 是 待 我 骂 的 ！
Q：跟男朋友手牵手逛街好开心！    A：好开心啊啊!,2,Q ： 跟 男朋友 手牵手 逛街 好开心 ！ A ： 好开心 啊 啊 !
Q：故意歪头卖萌神马的很可耻啊。    A：哈哈卖萌可耻。,2,Q ： 故意 歪头 卖萌 神马 的 很 可耻 啊 。 A ： 哈哈 卖萌 可耻 。
Q：郭德刚的相声，除了不好笑，其他都很棒    A：他一直很棒！,3,Q ： 郭德刚 的 相声 ， 除了 不好 笑 ， 其他 都 很棒 A ： 他 一直 很棒 ！
Q：哈哈，好欢乐的喵星人。    A：必须欢乐好么,3,Q ： 哈哈 ， 好 欢乐 的 喵 星人 。 A ： 必须 欢乐 好 么
"Q：哈哈，好欢乐的喵星人。    A：哈哈,就是欢乐欢乐.",2,"Q ： 哈哈 ， 好 欢乐 的 喵 星人 。 A ： 哈哈 , 就是 欢乐 欢乐 ."
Q：哈哈那时候头发很飘逸啊    A：恩发型很飘逸,3,Q ： 哈哈 那 时候 头发 很 飘逸 啊 A ： 恩 发型 很 飘逸
Q：哈哈少说十年没吃过了    A：哈哈我吃过,2,Q ： 哈哈 少说 十年 没吃过 了 A ： 哈哈 我 吃 过
Q：好不容易早睡一回，结果半夜就醒了，坑哥啊！    A：被坑的感觉好心痛~,4,Q ： 好不容易 早睡 一回 ， 结果 半夜 就 醒 了 ， 坑哥 啊 ！ A ： 被 坑 的 感觉 好 心痛 ~
Q：好大一只萌货，瞧那小神态娇媚的。    A：我还是那个娇媚小天后好么亲~,3,Q ： 好大 一只 萌货 ， 瞧 那 小 神态 娇媚 的 。 A ： 我 还是 那个 娇媚 小天 后 好 么 亲 ~
Q：好精彩的魔术啊！内牛满面啊。    A：恩，内牛满面,3,Q ： 好 精彩 的 魔术 啊 ！ 内牛 满面 啊 。 A ： 恩 ， 内牛 满面
Q：好精彩的魔术啊！内牛满面啊。    A：哈哈很精彩,2,Q ： 好 精彩 的 魔术 啊 ！ 内牛 满面 啊 。 A ： 哈哈 很 精彩
Q：好开心啊。这么多钱可以买好多好多好吃的了。    A：开心就好~,2,Q ： 好开心 啊 。 这么 多钱 可以 买 好多好多 好吃 的 了 。 A ： 开心 就 好 ~
Q：好开心啊。这么多钱可以买好多好多好吃的了。    A：挺好的！好多好吃的,3,Q ： 好开心 啊 。 这么 多钱 可以 买 好多好多 好吃 的 了 。 A ： 挺 好 的 ！ 好多 好吃 的
Q：黑心奸商已经突破天际了啊    A：奸商哄抬物价,1,Q ： 黑心 奸商 已经 突破 天际 了 啊 A ： 奸商 哄抬物价
Q：黑心奸商已经突破天际了啊    A：是吗？奸商啊！竟然连载！,0,Q ： 黑心 奸商 已经 突破 天际 了 啊 A ： 是 吗 ？ 奸商 啊 ！ 竟然 连载 ！
Q：吉林大火，死伤这么多，该有人引咎辞职吧！    A：这么大火，据称还无人员伤亡！,0,Q ： 吉林 大火 ， 死伤 这么 多 ， 该 有人 引咎辞职 吧 ！ A ： 这么 大火 ， 据称 还 无 人员伤亡 ！
Q：今年的四月：飘满地的樱花，好浪漫。    A：对啊，好浪漫好浪漫啊！,3,Q ： 今年 的 四月 ： 飘 满地 的 樱花 ， 好 浪漫 。 A ： 对 啊 ， 好 浪漫 好 浪漫 啊 ！
Q：今年的四月：飘满地的樱花，好浪漫。    A：呵呵~樱花很美,2,Q ： 今年 的 四月 ： 飘 满地 的 樱花 ， 好 浪漫 。 A ： 呵呵 ~ 樱花 很 美
Q：今天北京空气真好。幸福的感觉。    A：的确很幸福,3,Q ： 今天 北京 空气 真 好 。 幸福 的 感觉 。 A ： 的确 很 幸福
Q：今天北京空气真好。幸福的感觉。    A：是滴是滴，很幸福的感觉,2,Q ： 今天 北京 空气 真 好 。 幸福 的 感觉 。 A ： 是 滴 是 滴 ， 很 幸福 的 感觉
Q：今天麻麻早起带汪溜狗耶！开心开心曾开心！    A：溜开心果,2,Q ： 今天 麻麻 早起 带 汪溜狗 耶 ！ 开心 开心 曾 开心 ！ A ： 溜 开心果
Q：今天是个好日子！阳光明媚，晴空万里……    A：恩，今天阳光明媚。,3,Q ： 今天 是 个 好日子 ！ 阳光明媚 ， 晴空万里 … … A ： 恩 ， 今天 阳光明媚 。
Q：今天是个好日子！阳光明媚，晴空万里……    A：哈哈，阳光好明媚。,2,Q ： 今天 是 个 好日子 ！ 阳光明媚 ， 晴空万里 … … A ： 哈哈 ， 阳光 好 明媚 。
"Q：今天是个好日子！阳光明媚，晴空万里……    A：明媚的阳光和那半脸忧伤,呵呵",4,"Q ： 今天 是 个 好日子 ！ 阳光明媚 ， 晴空万里 … … A ： 明媚 的 阳光 和 那半脸 忧伤 , 呵呵"
Q：今天收了三件重量级的礼物！哈哈。开心咧：））    A：绝对重量级，必须的,3,Q ： 今天 收 了 三件 重量级 的 礼物 ！ 哈哈 。 开心 咧 ： ） ） A ： 绝对 重量级 ， 必须 的
Q：今天收了三件重量级的礼物！哈哈。开心咧：））    A：收礼物就是开心哈哈,2,Q ： 今天 收 了 三件 重量级 的 礼物 ！ 哈哈 。 开心 咧 ： ） ） A ： 收 礼物 就是 开心 哈哈
Q：今天虽然我们输了，但是大家都尽力了。到客场再打，继续加油！    A：嗯嗯一起加油,2,Q ： 今天 虽然 我们 输 了 ， 但是 大家 都 尽力 了 。 到 客场 再 打 ， 继续 加油 ！ A ： 嗯 嗯 一起 加油
Q：今天虽然我们输了，但是大家都尽力了。到客场再打，继续加油！    A：加油！要尽力,3,Q ： 今天 虽然 我们 输 了 ， 但是 大家 都 尽力 了 。 到 客场 再 打 ， 继续 加油 ！ A ： 加油 ！ 要 尽力
Q：今天一整天都在海边训练。虽然很累，但还是很开心的！    A：是，开心。都有开心着。,2,Q ： 今天 一整天 都 在 海边 训练 。 虽然 很累 ， 但 还是 很 开心 的 ！ A ： 是 ， 开心 。 都 有 开心 着 。
Q：今天一整天都在海边训练。虽然很累，但还是很开心的！    A：一定很累，加油哦.,3,Q ： 今天 一整天 都 在 海边 训练 。 虽然 很累 ， 但 还是 很 开心 的 ！ A ： 一定 很累 ， 加油 哦 .
Q：今天在华工看见这个真的笑死我了…O(∩_∩)O好精致的单车锁！    A：的确是好精致的哦,3,Q ： 今天 在 华工 看见 这个 真的 笑 死 我 了 … O ( ∩ _ ∩ ) O 好 精致 的 单车 锁 ！ A ： 的确 是 好 精致 的 哦
Q：今天终于有太阳啦！完美的一天开始了    A：是呀美好的一天开始喽,3,Q ： 今天 终于 有 太阳 啦 ！ 完美 的 一天 开始 了 A ： 是 呀 美好 的 一天 开始 喽
Q：今天终于有太阳啦！完美的一天开始了    A：新的一天开始啦！,2,Q ： 今天 终于 有 太阳 啦 ！ 完美 的 一天 开始 了 A ： 新 的 一天 开始 啦 ！
Q：今天自制的午餐，老鼠茨饭！哈哈很好吃的    A：哈哈！确实很好吃呢！,2,Q ： 今天 自制 的 午餐 ， 老鼠 茨 饭 ！ 哈哈 很 好吃 的 A ： 哈哈 ！ 确实 很 好吃 呢 ！
Q：今又买到了二块很特殊的车牌。真开心。    A：哈哈哈开心开心真开心,2,Q ： 今 又 买 到 了 二块 很 特殊 的 车牌 。 真 开心 。 A ： 哈哈哈 开心 开心 真 开心
Q：开工吃一块儿大白兔，开心又复古。    A：吃开心点。,2,Q ： 开工 吃 一块儿 大白兔 ， 开心 又 复古 。 A ： 吃 开心 点 。
Q：开工吃一块儿大白兔，开心又复古。    A：很郁闷！我也想吃了，我也想吃了,4,Q ： 开工 吃 一块儿 大白兔 ， 开心 又 复古 。 A ： 很 郁闷 ！ 我 也 想 吃 了 ， 我 也 想 吃 了
Q：看了一半《致青春》，什么玩意，骂都懒得骂。    A：边看边骂，再看再骂，还看还骂,1,Q ： 看 了 一半 《 致 青春 》 ， 什么 玩意 ， 骂 都 懒得 骂 。 A ： 边 看边 骂 ， 再 看 再 骂 ， 还 看 还 骂
Q：看了一早晨昨晚的扣篮，高兴了。    A：看了，高兴的我不行,2,Q ： 看 了 一 早晨 昨晚 的 扣篮 ， 高兴 了 。 A ： 看 了 ， 高兴 的 我 不行
Q：看着头发白了的憨豆有点心酸。呜呜呜。    A：有点心酸，有点愧疚，有点伤感。,4,Q ： 看着 头发 白 了 的 憨豆 有点 心酸 。 呜呜 呜 。 A ： 有点 心酸 ， 有点 愧疚 ， 有点 伤感 。
Q：可爱的棉花糖，偷吃了一口    A：哈哈想吃一口。,2,Q ： 可爱 的 棉花 糖 ， 偷吃 了 一口 A ： 哈哈 想 吃 一口 。
Q：可怕的不是真坏人，而是假好人！    A：人是最可怕的，我害怕，真害怕,4,Q ： 可怕 的 不是 真 坏人 ， 而是 假 好人 ！ A ： 人 是 最 可怕 的 ， 我 害怕 ， 真 害怕
Q：昆明今晚“月圆花好”，美呆了。！    A：哈哈都美都美,2,Q ： 昆明 今晚 “ 月圆花好 ” ， 美呆 了 。 ！ A ： 哈哈 都 美 都 美
Q：老兄，今天星期五啊。高兴起来！    A：额是啊。呵呵，今天很高兴。,2,Q ： 老兄 ， 今天 星期五 啊 。 高兴 起来 ！ A ： 额是 啊 。 呵呵 ， 今天 很 高兴 。
Q：离别，就是一个走，一个留，走的比不上留下的痛苦。    A：就是痛苦的纠结！,4,Q ： 离别 ， 就是 一个 走 ， 一个 留 ， 走 的 比不上 留下 的 痛苦 。 A ： 就是 痛苦 的 纠结 ！
Q：路边的野花啊，你总是那么美！    A：哈哈都美都美,2,Q ： 路边 的 野花 啊 ， 你 总是 那么 美 ！ A ： 哈哈 都 美 都 美
Q：路边的野花啊，你总是那么美！    A：是很美！自然的！,3,Q ： 路边 的 野花 啊 ， 你 总是 那么 美 ！ A ： 是 很 美 ！ 自然 的 ！
Q：没有一个足够宽容的心，就看不到一个春光明媚的世界。    A：哈哈！对自己要宽容点！自然你眼里的世界就是美的！,2,Q ： 没有 一个 足够 宽容 的 心 ， 就 看不到 一个 春光明媚 的 世界 。 A ： 哈哈 ！ 对 自己 要 宽容 点 ！ 自然 你 眼里 的 世界 就是 美的 ！
Q：没有一个足够宽容的心，就看不到一个春光明媚的世界。    A：还有一颗明媚的心！,3,Q ： 没有 一个 足够 宽容 的 心 ， 就 看不到 一个 春光明媚 的 世界 。 A ： 还有 一颗 明媚 的 心 ！
Q：门上那货是监考的吗？！有必要这么凶残吗。    A：有必要，有必要的！哈哈！,2,Q ： 门上 那货 是 监考 的 吗 ？ ！ 有 必要 这么 凶残 吗 。 A ： 有 必要 ， 有 必要 的 ！ 哈哈 ！
Q：梦寐以求的垃圾食品，耶！好吃好吃。    A：的确很好吃，被我们奉为垃圾食品的薯条在日本简直就像健康食品,3,Q ： 梦寐以求 的 垃圾 食品 ， 耶 ！ 好吃 好吃 。 A ： 的确 很 好吃 ， 被 我们 奉 为 垃圾 食品 的 薯条 在 日本 简直 就 像 健康 食品
Q：梦寐以求的垃圾食品，耶！好吃好吃。    A：垃圾食品也是食品啦！哈哈哈！吃的开心最重要,2,Q ： 梦寐以求 的 垃圾 食品 ， 耶 ！ 好吃 好吃 。 A ： 垃圾 食品 也 是 食品 啦 ！ 哈哈哈 ！ 吃 的 开心 最 重要
Q：明天是星期六呀。想起来就开心呀。    A：嗯嗯~超开心的,2,Q ： 明天 是 星期六 呀 。 想 起来 就 开心 呀 。 A ： 嗯 嗯 ~ 超 开心 的
Q：明天是星期六呀。想起来就开心呀。    A：我们要开心,3,Q ： 明天 是 星期六 呀 。 想 起来 就 开心 呀 。 A ： 我们 要 开心
Q：那些在公交车上偷安全锤的人，都是啥心理？    A：那些人真没人性,1,Q ： 那些 在 公交车 上 偷 安全 锤 的 人 ， 都 是 啥 心理 ？ A ： 那些 人真 没 人性
Q：男人常把女人的谈情当做助性，而女人偏把男人的调戏当做真情。    A：何必为了男人而另自己难过呢,4,Q ： 男人 常 把 女人 的 谈情 当做 助性 ， 而 女人 偏 把 男人 的 调戏 当做 真情 。 A ： 何必 为了 男人 而 另 自己 难过 呢
Q：妮玛感冒了，好难受……    A：恩。感冒了.难受。,4,Q ： 妮玛 感冒 了 ， 好 难受 … … A ： 恩 。 感冒 了 . 难受 。
Q：妮玛感冒了，好难受……    A：讨厌感冒！讨厌鼻塞！,1,Q ： 妮玛 感冒 了 ， 好 难受 … … A ： 讨厌 感冒 ！ 讨厌 鼻塞 ！
Q：你都好意思骗我了，我哪好意思不信。    A：信不信随便你啦~,1,Q ： 你 都 好意思 骗 我 了 ， 我 哪 好意思 不 信 。 A ： 信不信 随便 你 啦 ~
Q：你们是人民警察，怎么能这样对待人民？土地是农民的命根子。    A：人民警察看人民,1,Q ： 你们 是 人民警察 ， 怎么 能 这样 对待 人民 ？ 土地 是 农民 的 命根子 。 A ： 人民警察 看 人民
Q：你们是人民警察，怎么能这样对待人民？土地是农民的命根子。    A：我觉得这是农民的悲哀失去了土地就失去了保障哎,4,Q ： 你们 是 人民警察 ， 怎么 能 这样 对待 人民 ？ 土地 是 农民 的 命根子 。 A ： 我 觉得 这是 农民 的 悲哀 失去 了 土地 就 失去 了 保障 哎
Q：你说这都是打个伞，怎么做人的差距就那么大昵？！    A：做人的差别咋就那么大呢？,1,Q ： 你 说 这 都 是 打个 伞 ， 怎么 做人 的 差距 就 那么 大昵 ？ ！ A ： 做人 的 差别 咋 就 那么 大 呢 ？
Q：强迫症患者，伤不起啊伤不起。    A：确实伤不起伤不起啊,4,Q ： 强迫症 患者 ， 伤不起 啊 伤不起 。 A ： 确实 伤不起 伤不起 啊
Q：抢镜可耻！抢镜卖萌更可耻！    A：装嫩有罪，卖萌可耻！,1,Q ： 抢镜 可耻 ！ 抢镜 卖萌 更 可耻 ！ A ： 装嫩 有罪 ， 卖萌 可耻 ！
Q：惬意的大中午啊，喵。哈。哈。    A：相当惬意啊，哈哈,2,Q ： 惬意 的 大 中午 啊 ， 喵 。 哈 。 哈 。 A ： 相当 惬意 啊 ， 哈哈
Q：轻松熊蛋包饭。太萌了！    A：绝对的萌，太可爱了,3,Q ： 轻松 熊 蛋包饭 。 太萌 了 ！ A ： 绝对 的 萌 ， 太 可爱 了
Q：轻松熊蛋包饭。太萌了！    A：已经很萌了,2,Q ： 轻松 熊 蛋包饭 。 太萌 了 ！ A ： 已经 很萌 了
Q：让你钓鱼，让你破坏环境，大坏蛋！    A：谁是大坏蛋！,0,Q ： 让 你 钓鱼 ， 让 你 破坏 环境 ， 大坏蛋 ！ A ： 谁 是 大坏蛋 ！
Q：人的一生真的需要几个这样的朋友，相互信赖，相互依存。    A：哈哈，朋友间的友谊。,2,Q ： 人 的 一生 真的 需要 几个 这样 的 朋友 ， 相互 信赖 ， 相互依存 。 A ： 哈哈 ， 朋友 间 的 友谊 。
Q：人的一生真的需要几个这样的朋友，相互信赖，相互依存。    A：互相依靠，相互生存。,3,Q ： 人 的 一生 真的 需要 几个 这样 的 朋友 ， 相互 信赖 ， 相互依存 。 A ： 互相 依靠 ， 相互 生存 。
Q：日本的小盆友好有礼貌啊。    A：哈哈，他们都很友好…,2,Q ： 日本 的 小盆 友好 有 礼貌 啊 。 A ： 哈哈 ， 他们 都 很 友好 …
Q：日本的小盆友好有礼貌啊。    A：很有礼貌嘛,3,Q ： 日本 的 小盆 友好 有 礼貌 啊 。 A ： 很 有 礼貌 嘛
Q：如果良心都走了，拿什么荣耀这片土地？    A：那么也就拿无耻拿荣耀了,1,Q ： 如果 良心 都 走 了 ， 拿 什么 荣耀 这片 土地 ？ A ： 那么 也 就 拿 无耻 拿 荣耀 了
Q：如果心情郁闷到连做甜点都无法缓解，我该怎么办呢？    A：是啊~郁闷死了~,4,Q ： 如果 心情 郁闷 到 连 做 甜点 都 无法 缓解 ， 我该 怎么办 呢 ？ A ： 是 啊 ~ 郁闷死 了 ~
Q：上帝啊，终于放暑假啦！    A：啊哈哈上帝还是眷顾我的~,2,Q ： 上帝 啊 ， 终于 放暑假 啦 ！ A ： 啊 哈哈 上帝 还是 眷顾 我 的 ~
Q：深夜，是一个人心灵最脆弱的时候，也是想念最疯狂的时候。    A：何止是疯狂，简直是疯子！,1,Q ： 深夜 ， 是 一个 人 心灵 最 脆弱 的 时候 ， 也 是 想念 最 疯狂 的 时候 。 A ： 何止 是 疯狂 ， 简直 是 疯子 ！
Q：生活就是要这种态度，牙再大，也要笑！哈哈。    A：哈哈，大牙齿,2,Q ： 生活 就是 要 这种 态度 ， 牙 再 大 ， 也 要 笑 ！ 哈哈 。 A ： 哈哈 ， 大 牙齿
Q：世间最痛苦的莫过于此！    A：更痛苦的是还得吃着非常非常难吃的工作餐,1,Q ： 世间 最 痛苦 的 莫过于此 ！ A ： 更 痛苦 的 是 还 得 吃 着 非常 非常 难吃 的 工作餐
Q：世间最痛苦的莫过于此！    A：没有最痛苦只有更痛苦,4,Q ： 世间 最 痛苦 的 莫过于此 ！ A ： 没有 最 痛苦 只有 更 痛苦
Q：世界杯真讨厌，欧冠也好讨厌……点球神马的最讨厌了。    A：亚冠。简直看不下去。,1,Q ： 世界杯 真 讨厌 ， 欧冠 也好 讨厌 … … 点球 神马 的 最 讨厌 了 。 A ： 亚冠 。 简直 看不下去 。
Q：收到了这种语气让人特别想打人的诈骗短信…    A：我想打人，怎么办！,0,Q ： 收到 了 这种 语气 让 人 特别 想 打人 的 诈骗 短信 … A ： 我 想 打人 ， 怎么办 ！
Q：谁把树木修剪成这样啦。太可爱啦    A：哈哈。当然可爱！,2,Q ： 谁 把 树木 修剪 成 这样 啦 。 太 可爱 啦 A ： 哈哈 。 当然 可爱 ！
Q：谁把树木修剪成这样啦。太可爱啦    A：神马意思？我难道不可爱吗？哼！,0,Q ： 谁 把 树木 修剪 成 这样 啦 。 太 可爱 啦 A ： 神马 意思 ？ 我 难道 不 可爱 吗 ？ 哼 ！
Q：谁家的游泳池啊！太有爱了。！    A：哈哈哈有爱~,2,Q ： 谁家 的 游泳池 啊 ！ 太有 爱 了 。 ！ A ： 哈哈哈 有 爱 ~
Q：谁家的游泳池啊！太有爱了。！    A：是呀，太有爱了,3,Q ： 谁家 的 游泳池 啊 ！ 太有 爱 了 。 ！ A ： 是 呀 ， 太有 爱 了
Q：睡觉吧，把各种悲伤难过都睡走。晚安。    A：悲伤的睡过去了,4,Q ： 睡觉 吧 ， 把 各种 悲伤 难过 都 睡 走 。 晚安 。 A ： 悲伤 的 睡过去 了
Q：说好了不打脸的，网易太没节操了。    A：打啊，为什么不打啊！,0,Q ： 说好 了 不 打 脸 的 ， 网易 太 没 节操 了 。 A ： 打 啊 ， 为什么 不 打 啊 ！
Q：太有才了，创意大师啊！    A：哈哈！有创意。,2,Q ： 太有 才 了 ， 创意 大师 啊 ！ A ： 哈哈 ！ 有 创意 。
Q：太有才了，创意大师啊！    A：有创意！呵,3,Q ： 太有 才 了 ， 创意 大师 啊 ！ A ： 有 创意 ！ 呵
Q：天冷了，要是有这么一床被子看书，该是多么惬意啊！    A：哎我的生活一点都不惬意,4,Q ： 天冷 了 ， 要是 有 这么 一床 被子 看书 ， 该是 多么 惬意 啊 ！ A ： 哎 我 的 生活 一点 都 不 惬意
Q：天天给我写的明信片，感动的我啊，一转眼她就长大了    A：哟，你记性好的嘛。就四她啦。,2,Q ： 天天 给 我 写 的 明信片 ， 感动 的 我 啊 ， 一转眼 她 就 长大 了 A ： 哟 ， 你 记性 好 的 嘛 。 就 四 她 啦 。
Q：天天收到这些信息真挺烦人的哎。    A：是啊，这些人太坏了…,1,Q ： 天天 收到 这些 信息 真挺 烦人 的 哎 。 A ： 是 啊 ， 这些 人 太坏 了 …
Q：天天收到这些信息真挺烦人的哎。    A：是啊气死我了他们真烦啊！,0,Q ： 天天 收到 这些 信息 真挺 烦人 的 哎 。 A ： 是 啊 气死我了 他们 真烦 啊 ！
Q：哇呜！还能再有更多惊喜吗？！太开心啦！    A：永远有惊喜呀,3,Q ： 哇 呜 ！ 还 能 再有 更 多 惊喜 吗 ？ ！ 太 开心 啦 ！ A ： 永远 有 惊喜 呀
Q：王力宏唱歌简直难听死了。    A：就是，唱歌恶心死了。,1,Q ： 王力宏 唱歌 简直 难听 死 了 。 A ： 就是 ， 唱歌 恶心 死 了 。
Q：为别人承受苦难叫好，真是坏的教育不如没有教育。惭愧至极。    A：臭傻屄，骂你是教育你！,0,Q ： 为 别人 承受 苦难 叫好 ， 真是 坏 的 教育 不如 没有 教育 。 惭愧 至极 。 A ： 臭 傻屄 ， 骂 你 是 教育 你 ！
Q：为了给孩子们一个完整的家，他们终于宣布订婚了！恭喜！    A：希望如此吧！最盼望的是能够订婚哈哈,3,Q ： 为了 给 孩子 们 一个 完整 的 家 ， 他们 终于 宣布 订婚 了 ！ 恭喜 ！ A ： 希望 如此 吧 ！ 最 盼望 的 是 能够 订婚 哈哈
